iteration,loss_gen_a_identity,loss_gen_b_identity,loss_gen_a_translate,loss_gen_b_translate,loss_gen_adv_a,loss_gen_adv_b,loss_gen_a_content,loss_gen_b_content,loss_gen_a_identity_content,loss_gen_b_identity_content,loss_gen_aba_noise,loss_gen_a_identity_noise,loss_dis_a,loss_dis_b,loss_gen_diversity
8000,"tensor(0.0152, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0105, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0330, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0147, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4479, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8217, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0888, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0715, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0392, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0442, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0021, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0014, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3206, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2601, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8159, device='cuda:1', grad_fn=<MeanBackward0>)"
8100,"tensor(0.0041, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0131, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0153, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6773, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4782, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0485, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0783, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0152, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0425, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2532, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2850, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2404, device='cuda:1', grad_fn=<MeanBackward0>)"
8200,"tensor(0.0058, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0119, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0141, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0166, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3566, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6308, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0544, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0741, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0175, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0474, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5278, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3606, device='cuda:1', grad_fn=<DivBackward0>)","tensor(1.1166, device='cuda:1', grad_fn=<MeanBackward0>)"
8300,"tensor(0.0027, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0110, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0148, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7084, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4969, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0546, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0710, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0140, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0453, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2413, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3240, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6605, device='cuda:1', grad_fn=<MeanBackward0>)"
8400,"tensor(0.0067, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0105, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0083, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0134, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3283, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4093, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0446, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0634, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0426, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0409, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3412, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2100, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8396, device='cuda:1', grad_fn=<MeanBackward0>)"
8500,"tensor(0.0026, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0120, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0129, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4139, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4732, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0493, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0685, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0123, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0463, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0003, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2938, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2593, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2568, device='cuda:1', grad_fn=<MeanBackward0>)"
8600,"tensor(0.0168, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0105, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0371, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0160, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4402, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5558, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0829, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0794, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0340, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0450, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0029, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0014, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2188, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3509, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6080, device='cuda:1', grad_fn=<MeanBackward0>)"
8700,"tensor(0.0137, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0107, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0259, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0119, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5604, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5444, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0772, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0650, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0269, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0512, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0022, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1972, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3586, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3097, device='cuda:1', grad_fn=<MeanBackward0>)"
8800,"tensor(0.0053, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0130, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0177, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0199, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6454, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7763, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0604, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0908, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0165, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0678, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0014, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2314, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2422, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5267, device='cuda:1', grad_fn=<MeanBackward0>)"
8900,"tensor(0.0131, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0103, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0182, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0115, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4516, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4443, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0716, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0588, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0353, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0425, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0014, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1166, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4664, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4872, device='cuda:1', grad_fn=<MeanBackward0>)"
9000,"tensor(0.0039, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0124, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0147, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3735, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5430, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0514, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0737, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0137, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0423, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0003, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1823, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2855, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4002, device='cuda:1', grad_fn=<MeanBackward0>)"
9100,"tensor(0.0080, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0108, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0254, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0132, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4849, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4524, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0698, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0788, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0191, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0543, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0024, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4330, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2868, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6742, device='cuda:1', grad_fn=<MeanBackward0>)"
9200,"tensor(0.0031, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0108, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0132, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3293, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7699, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0531, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0668, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0197, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0595, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3865, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2315, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7607, device='cuda:1', grad_fn=<MeanBackward0>)"
9300,"tensor(0.0097, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0115, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0147, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3386, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5093, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0596, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0694, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0292, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0555, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0016, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2127, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1902, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7036, device='cuda:1', grad_fn=<MeanBackward0>)"
9400,"tensor(0.0078, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0109, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0156, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0160, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3737, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5964, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0589, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0828, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0187, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0522, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0016, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1932, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2497, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3185, device='cuda:1', grad_fn=<MeanBackward0>)"
9500,"tensor(0.0045, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0183, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0155, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4594, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5549, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0726, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0712, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0180, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0452, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0015, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3598, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2766, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7337, device='cuda:1', grad_fn=<MeanBackward0>)"
9600,"tensor(0.0147, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0367, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0146, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3925, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5942, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0800, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0690, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0298, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0519, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0036, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0017, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3682, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3463, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.9019, device='cuda:1', grad_fn=<MeanBackward0>)"
9700,"tensor(0.0103, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0099, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0263, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0138, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5200, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5354, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0768, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0691, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0246, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0448, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0022, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0009, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2756, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3861, device='cuda:1', grad_fn=<DivBackward0>)","tensor(-0.0510, device='cuda:1', grad_fn=<MeanBackward0>)"
9800,"tensor(0.0087, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0103, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0131, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0119, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5232, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4830, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0603, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0651, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0291, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0444, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2681, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2719, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3908, device='cuda:1', grad_fn=<MeanBackward0>)"
9900,"tensor(0.0093, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0098, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0351, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0123, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2311, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5895, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0897, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0648, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0241, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0442, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0024, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3023, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1705, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7432, device='cuda:1', grad_fn=<MeanBackward0>)"
10000,"tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0307, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0142, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5417, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5009, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0787, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0854, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0244, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0589, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0029, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0009, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3433, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2327, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5374, device='cuda:1', grad_fn=<MeanBackward0>)"
10100,"tensor(0.0030, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0099, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0176, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0129, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3517, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5472, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0671, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0767, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0154, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0445, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0024, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3583, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1683, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7880, device='cuda:1', grad_fn=<MeanBackward0>)"
10200,"tensor(0.0098, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0203, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0120, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3228, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6985, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0660, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0645, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0223, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0422, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0018, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3751, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3386, device='cuda:1', grad_fn=<DivBackward0>)","tensor(1.0254, device='cuda:1', grad_fn=<MeanBackward0>)"
10300,"tensor(0.0068, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0098, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0199, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0139, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3819, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5407, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0690, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0707, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0196, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0458, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0017, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2769, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3194, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.9442, device='cuda:1', grad_fn=<MeanBackward0>)"
